"사이트 아이디","ASP 아이디","강의 아이디","강의 구분","강의 명","수강신청 시작 일자","수강신청 종료 일자","강의 시작 일자","강의 종료 일자","강의대상","정원","수강신청 URL","등록 일자","수정 일자","교육기관 고유아이디","교육기관명","교육기관 자치구","교육기관 위도 좌표","교육기관 경도 좌표"
"lc1","ASP00001","ASP00001J404020240110578","오프라인","떡제조기능사 취득(실기)","202405170000","202407151800","20240715","20240812","","12","https://zrr.kr/m6E0","20240605114500","20240605114500","J4040","중랑여성인력개발센터","중랑구","37.5929778","127.076499"
"lc1","ASP00001","ASP00001J404020240110579","오프라인","커피 바리스타 자격증","202404190000","202406241800","20240617","20240805","","15","https://zrr.kr/3EGq","20240605114500","20240605114500","J4040","중랑여성인력개발센터","중랑구","37.5929778","127.076499"
"lc1","ASP00001","ASP00001J404020240110580","오프라인","커피 바리스타 자격증","202405160000","202407241800","20240717","20240904","","15","https://zrr.kr/F9OK","20240605114500","20240605114500","J4040","중랑여성인력개발센터","중랑구","37.5929778","127.076499"
"lc1","ASP00001","ASP00001J404020240110581","오프라인","분식&포차 메뉴","202405220000","202407171800","20240716","20240827","","15","https://zrr.kr/34V3","20240605114500","20240605114500","J4040","중랑여성인력개발센터","중랑구","37.5929778","127.076499"
"lc1","ASP00001","ASP00001J404020240110582","오프라인","카페 브런치 B","202406100000","202408191800","20240819","20241001","","15","https://jungnang.seoulwomanup.or.kr/jungnang/main/main.do","20240605114500","20240605114500","J4040","중랑여성인력개발센터","중랑구","37.5929778","127.076499"
"lc1","ASP00001","ASP00001J404020240110592","오프라인","의류봉제 및 수선(기초)","202406010000","202406200000","20240619","20240730","","15","https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20230000421972&tracseTme=2&crseTracseSe=C0061&trainstCstmrId=500020037167#undefined","20240605114500","20240605114500","J4040","중랑여성인력개발센터","중랑구","37.5929778","127.076499"
"lc1","ASP00001","ASP00001J404020240110593","오프라인","손쉬운 패브릭 소품제작","202406010000","202406260000","20240625","20240806","","15","https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20230000422497&tracseTme=2&crseTracseSe=C0061&trainstCstmrId=500020037167#undefined","20240605114500","20240605114500","J4040","중랑여성인력개발센터","중랑구","37.5929778","127.076499"
"lc1","ASP00001","ASP00001J404020240110594","오프라인","의상제작(중급)","202406010000","202406270000","20240626","20240819","","15","https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20230000422488&tracseTme=1&crseTracseSe=C0061&trainstCstmrId=500020037167#undefined","20240605114500","20240605114500","J4040","중랑여성인력개발센터","중랑구","37.5929778","127.076499"
"lc1","ASP00001","ASP00001J404020240110595","오프라인","ITQ자격증취득(한글,엑셀,파워포인트)_야간","202406010000","202407030000","20240702","20240926","","15","https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20230000422870&tracseTme=4&crseTracseSe=C0061&trainstCstmrId=500020037167#undefined","20240605114500","20240605114500","J4040","중랑여성인력개발센터","중랑구","37.5929778","127.076499"
"lc1","ASP00001","ASP00001J404020240110596","오프라인","컴퓨터 기초(윈도우,한글,엑셀,파포)","202406010000","202407090000","20240708","20240911","","15","https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20230000422608&tracseTme=3&crseTracseSe=C0061&trainstCstmrId=500020037167#undefined","20240605114500","20240605114500","J4040","중랑여성인력개발센터","중랑구","37.5929778","127.076499"
"lc1","ASP00001","ASP00001J404020240110597","오프라인","사무행정 향상(한글,엑셀,파워포인트)","202406010000","202408130000","20240812","20241111","","15","https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20230000422867&tracseTme=3&crseTracseSe=C0061&trainstCstmrId=500020037167#undefined","20240605114500","20240605114500","J4040","중랑여성인력개발센터","중랑구","37.5929778","127.076499"
"lc1","ASP00001","ASP00001J404020240110598","오프라인","쉽게 만드는 이지웨어","202406010000","202408160000","20240814","20241001","","15","https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20230000422464&tracseTme=2&crseTracseSe=C0061&trainstCstmrId=500020037167#undefined","20240605114500","20240605114500","J4040","중랑여성인력개발센터","중랑구","37.5929778","127.076499"
"lc1","ASP00001","ASP00001J404820240110633","오프라인","카페브런치메뉴(양식조리향상)","202401010000","202407031800","20240710","20240821","","12","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?p=3&list=Course&cop=ck5KUlBiRGF0R2poaEVNR0ZGWmRjQT09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&scen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404020240110599","오프라인","엑셀 활용(엑셀기초+ITQ엑셀 자격증 취득)","202406010000","202409250000","20240924","20241119","","15","https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20230000422943&tracseTme=1&crseTracseSe=C0061&trainstCstmrId=500020037167#undefined","20240605114500","20240605114500","J4040","중랑여성인력개발센터","중랑구","37.5929778","127.076499"
"lc1","ASP00001","ASP00001J404820240110608","오프라인","펜드로잉(여행스케치)","202406010000","202406191800","20240619","20240715","","16","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?list=Course&cop=a2tPalhyby9WbnloRjVHVVZrN256Zz09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sname=%ed%8e%9c%eb%93%9c%eb%a1%9c%ec%9e%89","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110609","오프라인","한글 실무 활용(업무서식만들기)","202406010000","202406191800","20240619","20240712","","16","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?list=Course&cop=ZHFML01ES0pWUk5CVnd1N20xN0tjUT09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sname=%ec%97%85%eb%ac%b4","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110610","오프라인","한식디저트메뉴(떡+한과+퓨전메뉴)","202406010000","202406201800","20240620","20240809","","12","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?list=Course&cop=eVVZLzMvRjN5dmNwTUpxbnlYSmJPdz09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sname=%ed%95%9c%ec%8b%9d%eb%94%94%ec%a0%80%ed%8a%b8","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110611","오프라인","바리스타실무-라떼아트","202406010000","202406211800","20240621","20240809","","12","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?list=Course&cop=YmZOVEhhcmIwekYrVUdjeDhSaWxuZz09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sname=%eb%9d%bc%eb%96%bc%ec%95%84%ed%8a%b8","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110612","오프라인","온라인마케팅(블로그홍보)","202406010000","202406211800","20240621","20240809","","16","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?list=Course&cop=M2Zla2s2OHM1aVkrbDFJWGhrWEtmUT09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sname=%eb%b8%94%eb%a1%9c%ea%b7%b8","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110613","오프라인","온라인쇼핑몰기초(네이버스마트스토어)","202406010000","202406211800","20240621","20240809","","16","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?list=Course&cop=QmUva0NqU29ReGNBeStuZFZqNHZ1Zz09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sname=%ec%8a%a4%eb%a7%88%ed%8a%b8%ec%8a%a4%ed%86%a0%ec%96%b4","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110614","오프라인","정리수납컨설팅(수납전문가2급)","202406010000","202407021800","20240702","20240806","","16","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?p=2&list=Course&cop=RXN6Y2ZXQ00xRGdPcGRMTEt2emExUT09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sname=%ec%a0%95%eb%a6%ac","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110615","오프라인","밑반찬메뉴(한식조리향상)","202406010000","202407021800","20240702","20240910","","12","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?list=Course&cop=OWlRVDVHZHJ2U1VlVVh1RjJGR1ljZz09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sname=%eb%b0%91%eb%b0%98%ec%b0%ac%eb%a9%94%eb%89%b4","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110617","오프라인","직업상담실무","202405200000","202406221800","20240624","20240723","","16","https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20220000389949&tracseTme=1&crseTracseSe=C0061&trainstCstmrId=500020038144#undefined","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110618","오프라인","컴퓨터기초와문서작성","202401010000","202407061800","20240713","20240831","","13","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?p=3&list=Course&cop=NjJyZ1JxekRTbDlaUmVIeTBUbDJIZz09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&scen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110621","오프라인","업무향상을위한엑셀실무과정","202401010000","202408241800","20240831","20241109","","16","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?p=4&list=Course&cop=cHd4ck45akViN1ZYV21ldE5wcWZHUT09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&scen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110624","오프라인","파워포인트디자인실무(망고보드+미리캔버스)","202401010000","202408031800","20240810","20241026","","16","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?p=4&list=Course&cop=NXZ4QVFXZEt6U2gweEpzejczR2pIZz09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&scen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110626","오프라인","요양보호사취득(사회복지사자격증소지자)","202401010000","202406221800","20240629","20240810","","20","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?p=3&list=Course&cop=K1VZNXVpbEZMNW44d3kyUVcrcVlUdz09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&scen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110634","오프라인","카페브런치메뉴(양식조리향상)","202401010000","202407201800","20240727","20241005","","12","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?p=4&list=Course&cop=RDVOOE9HTHRsYW1TWUpoclRrVHZ6dz09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&scen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110635","오프라인","한식디저트메뉴(떡+한과+퓨전메뉴)","202401010000","202407201800","20240727","20240831","","12","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?p=4&list=Course&cop=dHluVEpWWnQvK0QvL0llY1p3MmQ1QT09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&scen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110636","오프라인","정리수납컨설팅(수납전문가2급)","202401010000","202406221800","20240629","20240803","","16","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?p=3&list=Course&cop=N0lNY3pVTExtNHpQb0tCUmJKcXdNQT09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sdo=%ec%84%9c%ec%9a%b8&scen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110638","오프라인","정리수납컨설팅(수납전문가2급)","202401010000","202406281800","20240705","20240809","","16","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?p=3&list=Course&cop=VkxrWkx0WS92Qnh0eXRhQUZjRm1Ndz09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sdo=%ec%84%9c%ec%9a%b8&scen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110641","오프라인","법원경매와재테크","202401010000","202406291800","20240706","20240824","","16","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?p=3&list=Course&cop=VnpkUlh5QjRjM2pMU3o5TXRXQVJ5UT09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sdo=%ec%84%9c%ec%9a%b8&scen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110644","오프라인","베이비시터 양성","202406010000","202406281800","20240701","20240719","","18","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?list=Course&cop=dU41dEltV1NjeTRSZ1A2dkUyTlRCZz09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sdo=%ec%84%9c%ec%9a%b8&scen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sname=%eb%b2%a0%ec%9d%b4%eb%b9%84%ec%8b%9c%ed%84%b0+%ec%96%91%ec%84%b1","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110645","오프라인","가족헤어커트(주간)","202404260000","202407021800","20240703","20240725","","14","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?list=Course&cop=c0JrbklBemtCZ0JoRFdVTG54TURmUT09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sdo=%ec%84%9c%ec%9a%b8&scen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sname=%ea%b0%80%ec%a1%b1%ed%97%a4%ec%96%b4%ec%bb%a4%ed%8a%b8(%ec%a3%bc%ea%b0%84)","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404920240110646","오프라인","스마트스토어팜 창업과정(네이버스토어+아마존)","202403010000","202407221800","20240723","20270910","","20","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?list=Course&cop=OEQ0QjJKVjF0NDAzanRPS1ppS1RHZz09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&scen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09","20240605114500","20240605114500","J4049","동작여성인력개발센터","동작구   ","37.4851778","126.980578"
"lc1","ASP00001","ASP00001J404820240110647","오프라인","사무자동화프로그램활용기초-한글과엑셀(주간)","202406010000","202408191400","20240819","20241007","","16","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?list=Course&cop=UDNpRXdFMGJ0bUNraVV5b3F1VkV3Zz09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&scen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110648","오프라인","사무자동화실무(한글,엑셀)","202406010000","202408191800","20240820","20241007","","16","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?list=Course&cop=RDFFRmJGeEdCeTRoMmdheFdtZW9NUT09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&scen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110659","오프라인","보드게임지도사","202405300000","202407111800","20240712","20240906","","16","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?list=Course&cop=ekRxMkg3UFYxTmJMR1UxYWRmdnpTUT09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sname=%eb%b3%b4%eb%93%9c%ea%b2%8c%ec%9e%84","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110660","오프라인","초등수학지도사2급(자격증)_야간반","202405300000","202407171800","20240718","20241017","","20","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?list=Course&cop=Tm5zaGRtM1BkQkFCTWJkMjdQalUwdz09&cen=cVFoY1J1VFVXYWd5emhTQ1dIcVY3dz09&sname=%ec%b4%88%eb%93%b1%ec%88%98%ed%95%99","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404820240110661","오프라인","트렌디브런치메뉴","202405300000","202407261800","20240729","20240909","","12","https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20230000445623&tracseTme=4&crseTracseSe=C0061&trainstCstmrId=500020038144#undefined","20240605114500","20240605114500","J4048","영등포여성인력개발센터","영등포구 ","37.5218647","126.904596"
"lc1","ASP00001","ASP00001J404720240110681","오프라인","약국전산사무원 양성과정","202406010000","202406240000","20240624","20240718","","15","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=THcxZFA2S2RucTBpaHlDYy9MSmUxQT09&scon=e1&sname=%ec%95%bd%ea%b5%ad","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
